trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,merch_zipcode,is_fraud
2025-06-19 10:45:34,6207332032582902,merchant_8333,misc_net,21.21,Michael,Johnson,M,8206 Oak St,City_10,PA,71255,25.965,-107.2675,10738,Engineer,1994-06-06,00000c4795bfddb0888dec30c911a04e,1750329934,37.7063,-79.3898,54186,0
2025-06-26 19:41:00,9593029956325462,merchant_1553,misc_pos,559.04,Sarah,Rodriguez,M,6102 Pine St,City_48,GA,13284,25.7015,-115.2978,213625,Analyst,1952-11-02,00002829beba3e3f7a08f464289852a9,1750966860,30.6279,-74.2879,66272,0
2025-06-29 16:09:32,4104507664387100,merchant_2054,grocery_pos,691.6,Robert,Rodriguez,M,1994 Oak St,City_65,IL,28089,35.7719,-106.6904,263445,Artist,1986-03-02,000021b3658d3d930520530476c66f35,1751213372,32.3444,-84.4207,92289,0
2025-06-21 15:48:34,6283243253059540,merchant_8498,misc_net,740.09,Jane,Garcia,M,3630 Cedar St,City_71,TX,29679,44.2728,-89.7907,332695,Developer,1996-06-20,0000190e9eaf3e5a0eec55872083bc91,1750520914,27.8549,-121.4151,41079,0
2025-07-04 07:59:52,7817124420138128,merchant_2297,misc_pos,18.81,Sarah,Smith,F,7419 Pine St,City_37,PA,64430,39.9253,-85.7201,102513,Designer,1999-08-23,00002858ba9ced8171a22aaa6cf0a592,1751615992,34.7838,-74.9323,68199,0
2025-07-06 10:43:16,7391878499067590,merchant_8287,misc_net,679.93,Sarah,Johnson,M,7330 Pine St,City_18,IL,53707,27.1529,-119.2027,478773,Consultant,1966-01-12,00001b935b5258823f9d39b76b4f6b9d,1751798596,28.3321,-74.7355,49660,0
2025-06-14 04:53:31,8635273607533327,merchant_9299,entertainment,929.19,Sarah,Jones,M,6250 Pine St,City_24,PA,90938,25.6336,-94.9514,85674,Consultant,1976-10-03,00000c6ad89f0003a9de0d04af824044,1749876811,37.0334,-75.8961,55014,0
2025-06-16 01:10:45,8609384814142884,merchant_7330,grocery_net,632.47,Robert,Jones,M,9706 Elm St,City_41,NY,65450,31.618,-118.666,55297,Analyst,1970-08-19,0000136370c6e9127c5687349c078be7,1750036245,37.966,-75.3597,99347,1
2025-06-15 00:50:30,2378098094652216,merchant_3440,entertainment,970.01,Sarah,Garcia,F,1360 Main St,City_46,NY,85362,42.1082,-99.9725,152110,Lawyer,1964-06-05,00000d72ba1e537952f541a7c5304483,1749948630,42.3715,-81.8544,81488,0
2025-06-16 12:20:35,7304298338384986,merchant_2989,entertainment,42.0,Lisa,Garcia,F,346 Main St,City_53,NY,65903,35.8853,-71.4344,474562,Developer,1959-02-25,000020bf0267d1858c6a673982e156c9,1750076435,40.6476,-85.4365,48375,0
2025-07-04 07:07:09,5132711517822163,merchant_3226,misc_net,504.39,Chris,Davis,M,617 Elm St,City_51,FL,33599,45.4185,-89.9233,496332,Artist,1990-11-05,000029908587af61b37a2a57d41f481b,1751612829,28.599,-79.9071,29100,0
2025-06-25 07:34:44,9906532350242066,merchant_2573,entertainment,436.59,Lisa,Rodriguez,M,3542 Oak St,City_54,GA,85284,36.2849,-106.3485,305581,Lawyer,1965-04-04,0000297866998395ebab955580484c8d,1750836884,28.3296,-80.467,46199,0
2025-07-05 05:44:26,7871581010217122,merchant_5169,grocery_net,484.14,Robert,Rodriguez,M,9096 Oak St,City_39,FL,69986,39.6393,-85.8174,460088,Lawyer,1990-03-10,00000d1a8a1471b7ad27ace86b65b28a,1751694266,43.1376,-110.4438,41677,0
2025-07-03 10:57:43,8248041740645624,merchant_8369,misc_pos,221.64,Robert,Davis,F,8382 Oak St,City_81,TX,93377,42.9798,-122.7174,147327,Developer,1982-10-24,00000c5f30d27a4d7a1afae1a86c8226,1751540263,48.2549,-113.3701,57729,0
2025-07-06 11:27:49,8147160432182983,merchant_9543,gas_transport,434.38,Robert,Garcia,F,8379 Cedar St,City_64,CA,13509,38.9861,-102.9363,402624,Doctor,1990-05-05,00002f937aebb2316b5edda627272b90,1751801269,40.536,-102.1134,13413,0
2025-07-10 15:08:42,4329427053355373,merchant_7582,entertainment,850.0,Amy,Johnson,F,954 Elm St,City_23,NY,37362,47.0943,-87.9668,93310,Designer,1994-01-19,000012f8a48f805afc90e15de55f2541,1752160122,25.348,-96.1481,93701,0
2025-07-12 20:53:21,3609818292076517,merchant_2412,gas_transport,287.47,John,Brown,M,2996 Pine St,City_89,OH,81889,47.5373,-82.8818,423590,Engineer,1988-08-17,0000196fcda6b6b62d7deb67fb1e5e5f,1752353601,25.0021,-83.9633,32127,0
2025-06-29 18:47:56,3578628307938502,merchant_2875,entertainment,308.05,John,Martinez,F,2421 Pine St,City_19,TX,55351,39.6779,-81.145,310767,Developer,1969-06-19,0000298cb3767e3648d5cce671695adf,1751222876,45.0034,-78.8917,39612,0
2025-07-05 23:12:13,4641487390580470,merchant_3658,entertainment,392.06,Amy,Smith,M,9362 Elm St,City_98,FL,15175,36.6595,-105.4657,253227,Artist,1957-09-03,000025b88da03bf7bad7289382cca872,1751757133,48.7096,-86.7785,47511,0
2025-06-22 17:44:06,3040145017940124,merchant_7669,grocery_net,702.43,Jane,Jones,M,8478 Pine St,City_54,FL,78318,29.8122,-97.7288,110116,Manager,1955-11-19,000023d974754f800f61f8505967c3e8,1750614246,39.9718,-117.4701,51442,0
2025-07-10 22:29:26,6155292291237562,merchant_3862,misc_net,1172.93,Robert,Brown,M,4027 Oak St,City_51,CA,72697,44.0251,-109.807,133804,Analyst,1968-12-24,000011254fb98fad74419e1318ff5719,1752186566,34.5271,-89.3471,75851,1
2025-07-02 17:40:38,5605587204733570,merchant_7992,entertainment,1592.1,Michael,Martinez,F,1512 Cedar St,City_75,PA,21420,42.7817,-66.0542,36989,Teacher,1971-06-06,00001327a7e182ded2120f253a905c94,1751478038,36.4494,-108.8043,38916,1
2025-06-19 15:15:05,6862604851968888,merchant_5824,misc_net,530.94,Amy,Jones,M,8254 Main St,City_7,PA,20245,43.5488,-79.9571,235626,Lawyer,1977-08-17,00003010a9ac6f40dd29e28748383fb5,1750346105,47.1256,-117.0357,25279,0
2025-06-29 22:35:26,4164408066050856,merchant_1391,grocery_net,939.68,Lisa,Williams,F,7282 Pine St,City_60,MI,91816,31.9524,-89.2998,405211,Teacher,1966-08-18,000015463d8f41b7f5bb65430815987e,1751236526,48.5186,-121.2151,42860,0
2025-07-06 22:00:01,4317323013158622,merchant_7128,misc_pos,672.54,Emma,Williams,F,9603 Main St,City_40,GA,28893,36.1656,-79.743,66352,Developer,1993-11-18,00002c52ea2ceb85e0cb9b138676c9a6,1751839201,35.6974,-76.2829,64818,0
2025-06-28 08:23:22,2019427862846255,merchant_2826,grocery_net,175.09,John,Smith,F,1301 Oak St,City_57,NC,10685,47.0974,-105.4803,324774,Doctor,1962-01-10,00000552ed2af7e800740894217108a9,1751099002,41.2203,-117.4978,89376,0
2025-06-19 22:25:22,2287419440008559,merchant_1363,grocery_net,635.47,Chris,Jones,F,2647 Elm St,City_29,IL,63309,40.3957,-112.8897,130096,Analyst,1975-01-12,000026f3c090ef8a3c43b4760f774e14,1750371922,35.7391,-67.621,34080,0
2025-06-15 18:38:25,5553034092080916,merchant_1311,gas_transport,325.0,David,Smith,M,6358 Oak St,City_25,PA,61866,43.7938,-69.3635,55609,Manager,1988-12-05,00001ef781320a082f33c46e730bab60,1750012705,39.4679,-120.2765,29867,0
2025-06-13 23:11:22,4612665620298228,merchant_5017,grocery_net,370.09,Amy,Miller,M,3982 Pine St,City_77,IL,92722,26.5517,-88.2398,292472,Lawyer,1978-08-09,00000774f8b1e5f60c19cd3792680e7d,1749856282,36.7725,-71.6441,72771,0
2025-06-19 06:50:16,6885718574770792,merchant_9502,misc_pos,23.62,Amy,Rodriguez,M,6640 Cedar St,City_24,TX,81798,42.8527,-88.3185,498462,Engineer,1990-09-13,000008795d8746570e9f16d863700732,1750315816,26.4512,-81.9181,40934,0
2025-07-12 18:42:16,7987093156354777,merchant_4510,entertainment,312.82,John,Williams,M,4838 Main St,City_74,PA,78815,46.5369,-111.6763,256703,Engineer,1958-07-20,000018e9a11a8072aae770b96b3ade0e,1752345736,28.0679,-79.3619,13779,0
2025-06-14 17:49:43,7701296024161923,merchant_3559,grocery_pos,943.35,Amy,Jones,F,857 Oak St,City_1,CA,42067,48.0407,-95.1734,430821,Engineer,1989-12-23,00001c59b87b7010bce9a866c08e0cd5,1749923383,38.628,-98.1058,27749,0
2025-06-15 00:44:14,1343480336875412,merchant_7595,grocery_net,783.83,Michael,Martinez,F,8846 Main St,City_8,MI,71721,25.7528,-109.4566,496723,Developer,1960-07-12,00001083714f94e207d0e7b6200b9365,1749948254,32.8705,-113.1087,75473,0
2025-06-18 08:27:55,4251975617399376,merchant_5878,misc_net,480.84,Chris,Davis,F,8261 Pine St,City_21,IL,10872,44.3636,-98.7084,69153,Manager,1996-05-23,00002a3e1fc33ef1bb695c6413120aed,1750235275,30.5035,-108.8514,45182,0
2025-07-01 02:29:37,1724878458479358,merchant_4766,entertainment,483.82,Michael,Miller,F,9977 Elm St,City_16,MI,29907,38.4748,-97.6492,281129,Analyst,1955-09-28,000022d854819a485d71342bbd1999d9,1751336977,28.2859,-92.3234,62946,0
2025-07-13 17:12:29,2077107927501535,merchant_5972,grocery_net,259.46,Michael,Brown,F,7204 Oak St,City_89,TX,55862,39.911,-113.317,380706,Artist,1965-02-13,00002e2b57a2f958d28ab1af1f950c21,1752426749,30.1826,-92.5203,59218,0
2025-06-15 20:55:29,5974956547752508,merchant_1092,grocery_net,624.82,Chris,Johnson,M,3084 Cedar St,City_44,PA,39147,43.9182,-87.1103,214148,Developer,1951-05-01,00000f15d7ef868807628c9be4355653,1750020929,36.0911,-69.5408,97436,0
2025-06-20 23:47:56,8263033940989011,merchant_3875,entertainment,6.58,Chris,Brown,M,2805 Cedar St,City_80,OH,22924,37.3934,-113.5519,120287,Analyst,1958-06-24,00000b9fe31f58450512eb75d5573b27,1750463276,32.4189,-66.1639,65215,0
2025-07-09 10:42:38,2882671110765515,merchant_6267,entertainment,129.7,Michael,Miller,F,3028 Pine St,City_82,TX,88224,30.371,-67.3928,179788,Lawyer,1960-08-03,00000a476a35655346db5a8421be264e,1752057758,27.9774,-103.1524,58583,0
2025-06-30 21:09:50,4931233830679119,merchant_9821,grocery_net,861.3,Amy,Davis,M,8625 Elm St,City_21,PA,10283,27.0869,-69.8929,57497,Engineer,1998-01-24,000007a3a970d9df0e428176bedd3d06,1751317790,43.7145,-116.2868,60901,0
2025-06-22 09:44:33,6267185998219076,merchant_6102,misc_pos,1861.34,John,Miller,M,8999 Oak St,City_21,MI,43011,37.4641,-102.498,111551,Consultant,1970-08-17,00001a4fbba255b5d381a9b68eb95579,1750585473,28.9368,-87.9972,34907,1
2025-06-27 20:36:47,9129104821768384,merchant_7237,entertainment,78.85,Michael,Johnson,M,2557 Pine St,City_74,PA,84720,36.0478,-97.9975,89217,Developer,1997-03-19,00002b51bc12a3b0c37debb1009bcba9,1751056607,36.3493,-82.5751,76595,0
2025-07-01 09:50:53,7698921182977844,merchant_6612,grocery_pos,310.29,Lisa,Johnson,M,3427 Cedar St,City_96,CA,28492,25.1335,-91.1072,175243,Analyst,1954-04-05,0000163c94324b75cf1ab448714f1a2e,1751363453,29.1722,-82.8277,99075,0
2025-07-06 02:37:45,2552212866647551,merchant_1716,misc_net,697.63,David,Johnson,M,4367 Oak St,City_9,NY,37442,29.7465,-87.2816,308248,Lawyer,1954-04-24,000018c75da87a98d5890185dee3e23e,1751769465,28.2915,-70.6101,18655,0
2025-06-27 17:18:58,4964272963904720,merchant_2576,entertainment,845.96,Michael,Smith,M,8366 Pine St,City_5,GA,10304,31.117,-101.1755,328744,Manager,1955-01-10,00000d05b8ccb1ed885066a5e5373adb,1751044738,38.4219,-84.4044,72026,0
2025-06-20 03:07:18,3985835622842173,merchant_6566,entertainment,763.03,Emma,Garcia,F,8834 Cedar St,City_50,MI,17086,41.554,-110.6716,360513,Developer,1989-11-08,0000189018a0addf27276134b735bec5,1750388838,42.9247,-69.2,70250,0
2025-06-21 16:46:19,8541906936879272,merchant_2898,misc_pos,712.09,Michael,Williams,F,4150 Elm St,City_34,PA,36457,27.3605,-93.0573,244800,Designer,2000-08-22,000014d729eb40804247e7da4d90a3c0,1750524379,33.8565,-71.7259,92767,0
2025-07-03 18:28:13,9808458587766620,merchant_7787,grocery_pos,1536.8,Emma,Brown,M,5570 Oak St,City_73,CA,32091,31.1751,-102.3667,18537,Developer,1984-03-25,000022693ce7f8ae0e8935d477756c79,1751567293,46.6703,-81.6375,71382,1
2025-06-26 11:57:08,5914602687427620,merchant_6920,entertainment,655.64,David,Jones,F,351 Elm St,City_7,NY,20446,46.0627,-102.4581,252052,Manager,1957-07-22,000022b50ae45b4b7537efa013c58b09,1750939028,32.2149,-115.6621,42405,1
2025-06-28 21:46:31,2360205731372081,merchant_5851,gas_transport,506.68,Amy,Miller,M,3406 Cedar St,City_91,CA,90909,37.5805,-66.8038,245089,Manager,1972-07-25,0000201cb1e45214e5ed625764e10b66,1751147191,38.1596,-112.2209,81941,0
2025-07-10 12:24:01,6351342490975006,merchant_1822,gas_transport,276.74,David,Smith,M,9366 Cedar St,City_64,FL,99408,38.604,-87.8533,488600,Engineer,1996-06-01,00000eb58c5b26bd38a7ba3e785e88a0,1752150241,46.9742,-82.3679,60764,0
2025-06-17 12:44:15,5446212182848199,merchant_4736,entertainment,690.43,Michael,Garcia,M,2945 Cedar St,City_87,FL,57692,44.0077,-101.0902,388266,Lawyer,1966-09-28,000005417ac70f1b2b600694ba2e84b8,1750164255,41.1814,-83.4936,39410,0
2025-06-22 11:58:52,7726911921099285,merchant_2336,gas_transport,292.35,Chris,Williams,F,1739 Main St,City_40,PA,24579,38.4749,-117.8111,330044,Lawyer,1959-01-27,00001d19ce14fa0f0b4146fced104511,1750593532,48.4033,-83.8295,54276,0
2025-06-15 01:04:43,3260333057974605,merchant_4883,misc_pos,717.69,Lisa,Garcia,M,8954 Pine St,City_10,FL,92154,40.2656,-112.4883,98440,Lawyer,1957-10-16,00000e7294e1540606c1a847d5721147,1749949483,35.8462,-79.1953,76597,0
2025-06-23 04:53:07,5190181382927148,merchant_9170,misc_pos,509.64,Robert,Martinez,F,4206 Oak St,City_74,PA,79539,33.4796,-118.1909,178966,Doctor,1959-04-12,00000aa6dabb305db15cd359204158c5,1750654387,28.5466,-79.4483,28232,0
2025-06-24 23:25:53,3433559937476932,merchant_6226,misc_pos,370.51,Jane,Smith,M,4356 Main St,City_97,NY,80621,37.2556,-105.2415,85324,Developer,1986-12-07,00002bbb43d5ee48b44168806883c802,1750807553,26.2382,-91.6817,41306,0
2025-06-16 02:38:59,7087724117237045,merchant_3134,grocery_pos,347.26,David,Martinez,M,7065 Main St,City_27,PA,32752,30.7437,-110.7509,139230,Consultant,1951-05-08,000013ec6ab7bd50f143469c882abc87,1750041539,41.4112,-90.8348,22749,0
2025-07-12 12:01:43,3802464907974396,merchant_4672,misc_net,877.29,Jane,Smith,F,993 Cedar St,City_56,PA,40277,41.6012,-98.7541,25222,Developer,1995-08-01,00002c6ae304bdb66274860d6a86be7b,1752321703,37.3739,-120.6104,20479,1
2025-07-14 06:44:24,7273983749374566,merchant_4061,entertainment,733.89,Sarah,Davis,F,5382 Oak St,City_78,GA,23548,46.0297,-121.467,308448,Doctor,1962-04-27,00001c622e08b471f9b45ac0a20c9b31,1752475464,33.6062,-79.0502,25391,0
2025-06-18 02:27:59,3629787356507580,merchant_8282,misc_net,510.98,Chris,Brown,F,967 Oak St,City_12,GA,64747,32.4487,-106.8206,49091,Manager,1983-03-27,000009b0e34dac0bc4569ad9f21a1a10,1750213679,35.0294,-77.1037,16634,0
2025-06-20 00:00:52,3975736624359846,merchant_5017,gas_transport,596.79,Lisa,Jones,F,7747 Pine St,City_85,MI,79761,42.41,-115.2637,169162,Designer,1984-08-23,00002bc3ddd17cecfb9756ff464d3d29,1750377652,38.4106,-110.9533,63262,0
2025-06-13 13:24:00,4369025345160051,merchant_7488,misc_pos,872.33,Amy,Jones,F,8080 Cedar St,City_40,NC,11978,37.0346,-89.2093,314782,Engineer,1955-02-02,00002934987de54dae6b975503d70fec,1749821040,46.7619,-114.6833,49662,0
2025-06-22 11:20:25,5468976895688893,merchant_4915,grocery_net,897.22,Lisa,Rodriguez,F,7240 Cedar St,City_74,MI,97587,34.7361,-82.5144,416047,Analyst,1954-07-03,000019d326947f5b4d4ee2f589fd6d71,1750591225,48.1116,-72.233,93347,0
2025-07-05 22:50:39,3344015997795448,merchant_1100,grocery_pos,729.45,Amy,Martinez,F,2638 Main St,City_59,TX,93726,37.1587,-121.3851,420531,Analyst,1951-05-26,00000d24d078140a0ad251775018502e,1751755839,38.291,-120.3239,10121,0
2025-06-23 06:53:37,2333759225388254,merchant_8625,gas_transport,652.39,Lisa,Rodriguez,M,647 Main St,City_13,CA,47486,25.697,-91.8506,224655,Analyst,1982-04-05,000005048da0e0cabc4b48fd944bd2b1,1750661617,25.4819,-90.5678,93539,0
2025-06-25 01:47:35,6968940492648188,merchant_4916,gas_transport,992.75,Emma,Garcia,M,5554 Pine St,City_12,NC,74361,43.7052,-117.9091,366988,Engineer,1968-06-23,00002c3b2a4ded0c7b69da13ca14403f,1750816055,27.9615,-99.8246,63001,0
2025-07-10 21:39:09,1083756468226216,merchant_3042,misc_net,160.68,David,Brown,F,9184 Cedar St,City_44,NY,61424,47.9709,-77.0506,201314,Analyst,1995-10-01,0000196c6bfac1973645a0540aa7f9ca,1752183549,29.9761,-119.7498,30405,0
2025-07-07 14:05:28,8242050205667918,merchant_6428,grocery_net,386.08,John,Miller,M,8713 Pine St,City_21,PA,11630,35.3365,-88.4918,170087,Artist,1991-04-18,00002d049123758ecb1fde9992a78ee4,1751897128,48.4815,-85.3706,52341,0
2025-06-13 09:57:29,7338494117636689,merchant_7247,misc_net,634.76,Chris,Jones,M,2020 Main St,City_80,GA,65079,28.8271,-81.7666,263812,Designer,1957-09-26,0000251d2754f470666cfc12a6f51124,1749808649,30.6522,-76.6346,57812,0
2025-06-25 23:29:05,1046006370846218,merchant_2613,misc_net,367.89,Robert,Miller,M,850 Main St,City_85,FL,33930,27.7771,-79.7306,375156,Manager,1952-04-02,00000d0d37c0e79f82a26252b85534d5,1750894145,32.1313,-89.0718,83770,0
2025-07-05 04:40:44,4633297855073476,merchant_1816,gas_transport,963.12,Amy,Miller,M,9921 Elm St,City_47,IL,30347,35.0212,-82.9559,305770,Lawyer,1997-01-22,00000553eeb08448d500106d5a876d2f,1751690444,44.8831,-112.6112,81235,0
2025-06-23 05:28:11,8045700928439478,merchant_2727,grocery_pos,880.62,Jane,Garcia,M,9680 Cedar St,City_94,PA,98264,42.0208,-112.5436,244853,Lawyer,1965-10-21,000022a8c5e6913be38dc49df64d2d7c,1750656491,47.0613,-109.8011,97731,0
2025-07-04 16:38:09,2351067374048400,merchant_5987,misc_pos,662.02,Sarah,Rodriguez,F,6722 Pine St,City_50,IL,65894,36.6472,-82.5647,191138,Consultant,1995-09-28,000016577a3750c361fb5ed897e46914,1751647089,32.1163,-76.7009,67336,0
2025-07-01 23:55:08,5883318716507687,merchant_1075,misc_pos,372.52,Lisa,Jones,F,3802 Pine St,City_48,TX,39238,42.9588,-78.4651,268823,Consultant,1964-03-20,0000287f474bc5e8d87763f7561d8666,1751414108,39.623,-109.5548,78952,0
2025-07-08 10:15:26,1364246589343567,merchant_7119,misc_net,957.75,Chris,Rodriguez,F,5361 Cedar St,City_14,IL,25147,42.1115,-85.4979,176367,Engineer,1954-11-14,00001fc9af604da10ee58a241b071774,1751969726,33.8229,-109.3279,97162,0
2025-07-03 21:02:03,6131059920800211,merchant_2321,misc_pos,358.32,Sarah,Johnson,M,6767 Cedar St,City_70,IL,64810,26.5125,-85.3489,25217,Doctor,1964-09-24,00002a5b43699da2cad0e1259e3af100,1751576523,44.0626,-98.2757,94983,0
2025-06-22 21:42:28,3248326586574482,merchant_8822,grocery_pos,934.38,Michael,Jones,F,6817 Main St,City_97,TX,95200,32.5405,-117.4504,391827,Designer,1985-04-01,000013a85cc7d322bd67fa4aefd73fe3,1750628548,39.907,-94.682,60534,0
2025-06-23 20:24:22,5108322135370640,merchant_8063,grocery_pos,49.92,Sarah,Jones,M,5734 Elm St,City_29,TX,50059,47.735,-81.4736,51244,Engineer,1953-10-28,00000e611f01a5dd215694e34a6e166d,1750710262,48.302,-116.9265,54907,0
2025-06-26 14:11:03,2121222781130152,merchant_3758,grocery_pos,895.15,Emma,Miller,F,7070 Cedar St,City_40,MI,68276,45.0054,-69.2608,360719,Engineer,1991-02-03,00001708b213617c8d7e315c4cedcf5d,1750947063,41.3951,-109.8903,46715,0
2025-07-08 05:48:07,3773176103079581,merchant_7249,grocery_pos,486.3,Lisa,Smith,F,9220 Main St,City_85,TX,81991,30.6523,-66.7842,394555,Teacher,1977-05-04,0000086550f8bf51c0ed2c7b68c6bc4a,1751953687,35.4054,-119.6776,20401,0
